id,dll_name,dll_path,file_size,md5_hash,interface_type,device_capabilities,communication_protocols,configuration_hints,confidence_score,analysis_method,timestamp
4,D3Dcompiler_47.dll,IntraoralScan/Bin/D3Dcompiler_47.dll,4173928,b0ae3aa9dd1ebd60bdf51cb94834cd04,scanner_interface,"[""fps: sync_g_ug_t fp_flags <| sfps"", ""stream: trianglestream"", ""intrinsic: intrinsic function '%s' is not yet implemented"", ""fps: dfuse float_literal <| sfps"", ""buffer: invalid interface metadata: instance type buffer overrun."", ""buffer: id3d11linker::link: immediate cbuffer (%u entries) exceeds the limit of %u entries"", ""fps: ineg int_range <| sfps"", ""fps: sample2d_bias_o fp_flags <| sfps"", ""fps: f32tof16 int_range <| sfps"", ""fps: atomic_and fp_flags <| sfps"", ""fps: samplecube_c_lz fp_flags <| sfps"", ""fps: sqrt float_literal <| sfps"", ""fps: texcube_bias fp_flags <| sfps"", ""fps: firstbitlow bits_known <| sfps"", ""fps: mul fp_flags <| sfps"", ""fps: sample1d_c_lz fp_flags <| sfps"", ""fps: bige bits_known <| sfps"", ""stream: emit_stream"", ""fps: cmp fp_flags <| sfps"", ""buffer: only numeric variables ('%s') can be added to a cbuffer""]","[""I2C"", ""Serial"", ""Camera"", ""SPI"", ""Ethernet""]","[""Tessellator Output Primitive already declared. Aborting. Opcode #%d (count is 1-based)."", ""alternate cases for 'Texture3D' are deprecated in strict mode"", ""ID3D11Linker::Link: remapping has not been specified for resource slot %u"", ""dcl usage+index: %s,%d has already been specified for an input register."", ""internal error gathering debug file information"", ""ID3DXEffectCompiler::CompileEffect: Only 1-d shader arrays allowed"", ""else statement seen already.  Opcode #%d (count 1-based). Aborting validation."", ""// <internal error> could not get matrix rows from PDB"", ""internal error: expected binary instruction for scalar RHS"", ""D3D10_SHADER_PREFER_FLOW_CONTROL"", ""ID3DXEffectCompiler: Index is required for state '%s'"", ""// <internal error> column mismatch in debug info"", ""internal error: AND operator inputs not bool"", ""ID3DXEffectCompiler: There was an error initializing technique annotation handles"", ""D3DEffectCompiler""]",0.6,string_analysis,2025-08-15 17:23:03
7,DentalScanAppLogicTool.dll,IntraoralScan/Bin/DentalScanAppLogicTool.dll,50688,b1faaf169a3b09bdd776fcd29f76c485,scanner_interface,"[""frame: __cxxframehandler3""]","[""SPI""]","[""?errorString@QJsonParseError@@QEBA?AVQString@@XZ"", ""?_Xlength_error@std@@YAXPEBD@Z"", ""write file failed:"", ""Json transform failed! Error info ="", ""?fromJson@QJsonDocument@@SA?AV1@AEBVQByteArray@@PEAUQJsonParseError@@@Z"", ""open file failed:""]",0.6,string_analysis,2025-08-15 17:23:03
12,Sn3DAIOutUnity.dll,IntraoralScan/Bin/Sn3DAIOutUnity.dll,83968,b4ce4e0ccb829d65fcdbb0aaf49888eb,scanner_interface,"[""stream: ?_osfx@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaxxz"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@m@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@h@z"", ""stream: ?sputn@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaa_jpebd_j@z"", ""frame: __cxxframehandler3"", ""buffer: .?avbuffercapture@readinternal@sn3dalgorithm@@"", ""stream: ?sputc@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaahd@z"", ""stream: ?flush@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@xz"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_n@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@i@z""]","[""Ethernet""]","[""AI_Sn3DLandmarksDetForCliOut"", ""?_Xlength_error@std@@YAXPEBD@Z"", ""_landmarks3DUser"", ""_landmarks3D"", ""Sn3DAIOutUnity.dll""]",0.6,string_analysis,2025-08-15 17:23:03
13,Sn3DAVXImp.dll,IntraoralScan/Bin/Sn3DAVXImp.dll,163840,a8dd4613c4647ccc228bb4da5702f329,scanner_interface,"[""stream: ?put@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@d@z"", ""stream: ?_osfx@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaxxz"", ""stream: ?flush@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@xz"", ""frame: updata ai inform failed! because aiinform && aiinform->size() != framenum!"", ""stream: ?sputn@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaa_jpebd_j@z"", ""buffer: .?avbuffer@sn3davximp@@"", ""frame: __cxxframehandler3"", ""depth: .?aupolish_depth_avx_buf@sn3davximp@@"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@p6aaeav01@aeav01@@z@z"", ""stream: ?sputc@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaahd@z"", ""depth: .?av?$_ref_count@upolish_depth_avx_buf@sn3davximp@@@std@@"", ""stream: ?cout@std@@3v?$basic_ostream@du?$char_traits@d@std@@@1@a""]","[""Camera"", ""Ethernet""]","[""updata AI inform failed! Because AIInform && AIInform->size() != frameNum!"", ""?_Xlength_error@std@@YAXPEBD@Z"", ""Sn3DAVXImp.dll"", ""Sn3DRegistrationAVX_func""]",0.6,string_analysis,2025-08-15 17:23:03
14,Sn3DCBCTLoader.dll,IntraoralScan/Bin/Sn3DCBCTLoader.dll,6432768,31d585a1baf9e68745ee917aaa9a4d4d,scanner_interface,"[""stream: .?av?$streamingimagefilter@v?$image@n$02@itk@@v12@@itk@@"", ""frame: multi frame dicom data file number != 1"", ""stream: %\t?printtrailer@region@itk@@mebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@vindent@2@@z"", ""stream: ?print@metadataobjectbase@itk@@uebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@k@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@p6aaeavios_base@1@aeav21@@z@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_n@z"", ""stream: ?get@?$basic_istream@du?$char_traits@d@std@@@std@@qeaahxz"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""stream: ?get@?$basic_istream@du?$char_traits@d@std@@@std@@qeaaaeav12@aead@z"", ""stream: ??1?$basic_iostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: .?av?$streamingimagefilter@v?$image@m$02@itk@@v12@@itk@@"", ""stream: ?printself@region@itk@@mebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@vindent@2@@z"", ""stream: ?printself@processobject@itk@@mebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@vindent@2@@z"", ""stream: ?_lock@?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaaxxz"", ""stream: .?av?$streamingimagefilter@v?$image@h$02@itk@@v12@@itk@@"", ""stream: ??1?$basic_istream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?sputn@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaa_jpebd_j@z"", ""stream: .?av?$streamingimagefilter@v?$image@e$02@itk@@v12@@itk@@"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@p6aaeav01@aeav01@@z@z""]","[""Ethernet"", ""SPI""]","[""vnl_matrix<T>::read_ascii: Error, row"", ""??0MemoryAllocationError@itk@@QEAA@AEBV01@@Z"", ""ITK ERROR: OptimizerParameters::MoveDataPointer: m_Helper must be set."", ""vnl_matrix<T>::read_ascii: Error, EOF on row"", ""Sn3DCBCTLoader.dll"", ""ITK ERROR: No conversion available from"", ""Error in IO"", ""file path error:"", ""RegularExpression::compile(): Error in compile."", ""Failed to allocate memory for image."", ""ITK ERROR: OptimizerParameters::SetParameterObject: m_Helper must be set."", ""ITK ERROR:"", ""cm RegularExpression::find(): Internal error."", "".?AVrange_error@std@@"", ""RegularExpression::find(): Internal error -- memory corrupted.""]",0.6,string_analysis,2025-08-15 17:23:03
15,Sn3DCBCTSegLite.dll,IntraoralScan/Bin/Sn3DCBCTSegLite.dll,3793408,40dc0bb2deebd77458373b90367e8ce4,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""stream: %\t?printtrailer@region@itk@@mebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@vindent@2@@z"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: ?get@?$basic_istream@du?$char_traits@d@std@@@std@@qeaaaeav12@aead@z"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""stream: ?printself@processobject@itk@@mebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@vindent@2@@z"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@j@z""]","[""I2C"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""_ZN70_INTERNAL_48_tmpxft_00001fdc_00000000_11_Tensor3DCuda_cpp1_ii_37bc6b326thrust8cuda_cub3parE"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded""]",0.6,string_analysis,2025-08-15 17:23:03
16,Sn3DCalibrationJR.dll,IntraoralScan/Bin/Sn3DCalibrationJR.dll,7440896,c34d222674100964acaba28460fc7269,scanner_interface,"[""calibration: ?gyrodataperiod@?$imucalibration@n@imu_tk@@qebanxz"", ""extrinsic: optimize left and right extrinsic parameters!"", ""calibration: accelerometers calibration: can't obtain any calibration with the current dataset"", ""calibration: ?verboseoutput@?$imucalibration@m@imu_tk@@qeba_nxz"", ""calibration: mr_camera_calibration failed!"", ""calibration: ??4phasedepthcalibration@sn3dalgorithm@@qeaaaeav01@aebv01@@z"", ""calibration: ??4calibrationtablerecognition@sn3dalgorithm@@qeaaaeav01@aebv01@@z"", ""calibration: gyroscopes calibration: residual"", ""calibration: ??1?$imucalibration@n@imu_tk@@qeaa@xz"", ""extrinsic: e15_extrinsic_calibration failed!"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""calibration: gyroscopes calibration: calibrating..."", ""stereo: lowstereoparam"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@j@z"", ""stereo: cvstereorectify"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""resolution: global_optimize_landmark_multi_resolution failed!"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ?uflow@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""intrinsic: init intrinsic param format is illegal!""]","[""I2C"", ""Serial"", ""Camera"", ""SPI"", ""Ethernet""]","[""result disRef distance error is:"", ""Sn3DAlgorithm::Sn3D_FS3_global_optimize_landmark"", ""init camera-imu rot is:"", ""Sn3D_projector_recognition_ty"", ""Sn3D_UE_series_fast_calibration"", ""plane residual square mean error:"", ""Sn3D_single_camera_calibration"", ""Sn3D_global_optimize_track_landmark"", ""alignError is big!"", ""Sn3DAlgorithm::MarkPointTrack::compute_homography_with_mark_normal"", ""importAsciiData(): error importing data in line"", ""Sn3DAlgorithm::motion_filter_inter"", ""Check failed: src"", ""==Left compute_rt error is:"", ""compute_global_optimize_error init error:""]",0.6,string_analysis,2025-08-15 17:23:03
17,Sn3DColorCorrect.dll,IntraoralScan/Bin/Sn3DColorCorrect.dll,1891328,1bda147a553df8bfc78b5fef0a084c60,scanner_interface,"[""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""sync: cudamemcpy2dtoarrayasync"", ""depth: d:\\jenkins\\workspace\\snalgdepthreconstruction@2\\buildcuda112\\release\\sn3dcolorcorrect.pdb"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: cudaerrorstreamcapturemerge"", ""gain: .nv.info._zn16sncoloralgorithm29kernel_color_gamma_gain_inputen16sn3dgpualgorithm5ptrsziheeff"", ""gain: sncolorcorrect_optimize_gpu_scan failed , please verify gain ="", ""sync: cumemcpy3dpeerasync""]","[""I2C"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""_ZN16SNColorAlgorithm26kernel_PyrUp_withAdd_BlendEN16Sn3DGPUAlgorithm5PtrSzIfEES2_S2_S2_S2_ii"", "".nv.constant0._ZN16SNColorAlgorithm17find_bound_dentalILi4EEEvN16Sn3DGPUAlgorithm5PtrSzIhEE"", ""snImageSharpen_scan failed ===> Images null or imgH  ="", "".text._ZN16SNColorAlgorithm18cuda_mediam_filterEN16Sn3DGPUAlgorithm5PtrSzIhEEiiii"", ""$_ZN16SNColorAlgorithm9kernel_upEN16Sn3DGPUAlgorithm5PtrSzIfEES2_iii$__cuda_sm3x_div_rn_noftz_f32_slowpath"", ""device doesn't have valid Grid license"", "".nv.shared._ZN16SNColorAlgorithm22kernel_opt_overExp_horEN16Sn3DGPUAlgorithm9PtrStepSzIhEENS0_5PtrSzIsEENS3_IfEES5_i"", "".nv.shared._ZN16SNColorAlgorithm18kernel_gaussFilterILi2EEEvN16Sn3DGPUAlgorithm5PtrSzIfEES3_ii"", ""cudaErrorInvalidAddressSpace"", "".nv.shared._ZN16SNColorAlgorithm12rowAddKernelEN16Sn3DGPUAlgorithm5PtrSzIfEEii"", ""cudaErrorInvalidValue"", ""$_ZN16SNColorAlgorithm22kernel_modify_levels_1EN16Sn3DGPUAlgorithm9PtrStepSzIhEEfffNS1_IfEES3_$__cuda_sm3x_div_rn_noftz_f32"", ""snImageEnhanceIni_scan failed ===> inputs are invalid!!!!""]",0.6,string_analysis,2025-08-15 17:23:03
18,Sn3DCork.dll,IntraoralScan/Bin/Sn3DCork.dll,1961984,222f41f908f587f92c3be3735b95fa39,scanner_interface,"[""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@h@z"", ""stream: ??1?$basic_ostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?imbue@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaaxaebvlocale@2@@z"", ""stream: .?av?$basic_ofstream@du?$char_traits@d@std@@@std@@"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@_k@z"", ""stream: ??1?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?uflow@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz"", ""stream: ?put@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@d@z"", ""stream: .?av?$basic_stringstream@du?$char_traits@d@std@@v?$allocator@d@2@@std@@"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""stream: ?seekp@?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav12@v?$fpos@u_mbstatet@@@2@@z"", ""stream: ??1?$basic_iostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?cerr@std@@3v?$basic_ostream@du?$char_traits@d@std@@@1@a"", ""baseline: .?av?$baseline@$02v?$aggregate@$02@fcpw@@@fcpw@@"", ""stream: .?av?$basic_streambuf@du?$char_traits@d@std@@@std@@"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@n@z"", ""depth: max depth,""]","[""Ethernet"", ""SPI""]","[""PQP Error! out of memory for BV array in EndModel()"", ""PQP Error!  Out of memory for tri array in EndModel() call!"", "".?AVlength_error@std@@"", ""object that was already ended. AddTri() was"", ""object that was already ended. EndModel() was"", ""Try oldVersion: Error! Parameter Unmatch!"", ""PQP Error!  Out of memory for tri array on BeginModel() call!"", ""PQP Error! EndModel() called on model with no triangles"", ""PQP Error: Internal error in 'PQP_CollideResult::SizeTo(int n)'"", ""PQP Error!  Out of memory for tri array on AddTri() call!"", ""Sn3DAlgorithm::debug_archive_data::debug_archive_data"", ""error can't find model point or plane point."", ""Error! Parameter Unmatch!"", ""Point2D to Point3D failed ..."", ""?_Throw_C_error@std@@YAXH@Z""]",0.6,string_analysis,2025-08-15 17:23:03
19,Sn3DCrownGen.dll,IntraoralScan/Bin/Sn3DCrownGen.dll,1370112,31aca42b5b0eeca5626650fa7012ef3b,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""depth: depth_pred"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@""]","[""Serial"", ""HID"", ""Camera"", ""SPI"", ""PCIe"", ""Ethernet""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""============= Sn3D Crown Generation Success! =============="", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded""]",0.6,string_analysis,2025-08-15 17:23:03
20,Sn3DCrypto.dll,IntraoralScan/Bin/Sn3DCrypto.dll,335872,a04c1da242f0f250bbc9b8ad341767a3,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: .?avstreamtransformationfilter@cryptopp@@"", ""stream: ?release_compound@?$stream_provider@d@aux@v2_mt_nt6@log@boost@@saxpeaustream_compound@12345@@z"", ""buffer: ?createputspace@bufferedtransformation@cryptopp@@ueaapeaeaea_k@z"", ""buffer: ^\t?attachedtransformation@bufferedtransformation@cryptopp@@uebapebv12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?nextput@filterwithbufferedinput@cryptopp@@meaahpebe_k@z"", ""stream: ?_pninc@?$basic_streambuf@du?$char_traits@d@std@@@std@@ieaapeadxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""stream: ??1?$basic_iostream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""stream: ?getoptimalblocksizeused@streamtransformation@cryptopp@@uebaixz"", ""buffer: ?newdefaultattachment@filter@cryptopp@@mebapeavbufferedtransformation@2@xz"", ""buffer: ?getmaxwaitobjectcount@bufferedtransformation@cryptopp@@uebaixz"", ""buffer: `\t?attachedtransformation@filter@cryptopp@@uebapebvbufferedtransformation@2@xz"", ""stream: ?_lock@?$basic_streambuf@du?$char_traits@d@std@@@std@@ueaaxxz"", ""stream: ?firstput@streamtransformationfilter@cryptopp@@meaaxpebe@z"", ""stream: ??1?$basic_istream@du?$char_traits@d@std@@@std@@ueaa@xz"", ""buffer: ?setautosignalpropagation@bufferedtransformation@cryptopp@@ueaaxh@z"", ""stream: ?sputn@?$basic_streambuf@du?$char_traits@d@std@@@std@@qeaa_jpebd_j@z"", ""stream: ??6?$basic_ostream@du?$char_traits@d@std@@@std@@qeaaaeav01@p6aaeav01@aeav01@@z@z""]","[""Ethernet"", ""SPI""]","[""Sn3DAlgorithm::Sn3DCryptoBasetriMesh::write_mesh"", ""Sn3DAlgorithm::Sn3DCryptoAES::decrypto_text"", ""Sn3DAlgorithm::Sn3DCryptoBasetriMesh::read_mesh"", ""Sn3DCrypto.dll"", ""Sn3DAlgorithm::Sn3DCryptoBasetriMesh::convert_mesh_to_binary"", ""Sn3DAlgorithm::Sn3DCryptoAES::encrypto_gltf2gltf"", ""Try oldVersion: Error! Parameter Unmatch!"", ""shining3D.com"", ""Sn3DAlgorithm::Sn3DCrypto3DES::encrypto_text"", ""Sn3DAlgorithm::Sn3DCryptoAES::decrypto_file2file"", ""Shining3DXianLinSanWeiKeJi_XianLinSanWeiKeJiShining3D"", ""Sn3DAlgorithm::Sn3DCryptoAES::encrypto_text"", ""Sn3DAlgorithm::debug_archive_data::debug_archive_data"", ""Error! Parameter Unmatch!"", ""Sn3DAlgorithm::Sn3DCryptoBasetriMesh::convert_mesh_to_text""]",0.6,string_analysis,2025-08-15 17:23:03
23,Sn3DDentalAICBCTSeg.dll,IntraoralScan/Bin/Sn3DDentalAICBCTSeg.dll,4811264,bbad7d685ed19113453768e9788505b8,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""stream: %\t?printtrailer@region@itk@@mebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@vindent@2@@z"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: ?get@?$basic_istream@du?$char_traits@d@std@@@std@@qeaaaeav12@aead@z"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""stream: ?printself@processobject@itk@@mebaxaeav?$basic_ostream@du?$char_traits@d@std@@@std@@vindent@2@@z"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""timestamp: croptimestamp:"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""Error: output_to_nii_extract_patch_3d"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice"", ""cuD3D10ResourceGetMappedArray"", ""cudaErrorLaunchMaxDepthExceeded""]",0.6,string_analysis,2025-08-15 17:23:03
24,Sn3DDentalAbutmentCloudDet.dll,IntraoralScan/Bin/Sn3DDentalAbutmentCloudDet.dll,1023488,a87830f335efa89e14ab2049a6fe56e9,scanner_interface,"[""buffer: ?getblockputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""stream: custreambatchmemop"", ""sync: cudamemcpyfromarrayasync"", ""buffer: cudad3d9mapvertexbuffer"", ""stream: ?flush@?$basic_ostream@_wu?$char_traits@_w@std@@@std@@qeaaaeav12@xz"", ""buffer: ?getlastputsize@filterwithbufferedinput@cryptopp@@meba_kxz"", ""buffer: ?get@bufferedtransformation@cryptopp@@ueaa_kpeae_k@z"", ""sync: cudamemcpy2dtoarrayasync"", ""sync: cudamemcpy2dasync_ptsz"", ""sync: cudamemsetasync_ptsz"", ""stream: cudastreamiscapturing"", ""stream: .?av?$basic_ostream@du?$char_traits@d@std@@@std@@"", ""stream: operation not permitted on an event last recorded in a capturing stream"", ""sync: cudawaitexternalsemaphoresasync_ptsz"", ""stream: cuctxgetstreampriorityrange"", ""buffer: ?messageseriesend@bufferedtransformation@cryptopp@@ueaa_nh_n@z"", ""buffer: cudad3d9unregistervertexbuffer"", ""sync: cumemcpy3dasync_v2"", ""stream: .?av?$basic_ifstream@du?$char_traits@d@std@@@std@@"", ""stream: ?sync@?$basic_streambuf@du?$char_traits@d@std@@@std@@meaahxz""]","[""Camera"", ""PCIe"", ""Ethernet"", ""SPI""]","[""cudaErrorInvalidTextureBinding"", ""cuD3D9UnmapResources"", ""device doesn't have valid Grid license"", ""cudaErrorInvalidAddressSpace"", ""cudaErrorInvalidValue"", ""cuD3D10GetDevices"", ""cudaFree(reg_device_)"", ""cudaFree(pillar_features_device_)"", ""cudaD3D9ResourceGetMappedPointer"", ""cudaDeviceGetAttribute"", ""cudaMalloc(&points_device_, bytes_capacity_points_)"", ""cudaD3D10ResourceGetMappedSize"", ""cuD3D10ResourceGetMappedPitch_v2"", ""Try oldVersion: Error! Parameter Unmatch!"", ""cuD3D9CtxCreateOnDevice""]",0.6,string_analysis,2025-08-15 17:23:03
